# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kave[W/mK],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK]
6.0000000e+02,2.2758459e+04,1.9214078e+00,1.9213815e+00,-3.2586939e-04,-2.5974091e-04,-3.2586939e-04,1.9213591e+00,-2.4893272e-04,-2.5974091e-04,-2.4893272e-04,1.9214828e+00
6.0000000e+02,2.8117687e+04,1.9221604e+00,1.9221341e+00,-3.2588612e-04,-2.5975559e-04,-3.2588612e-04,1.9221117e+00,-2.4894612e-04,-2.5975559e-04,-2.4894612e-04,1.9222355e+00
6.0000000e+02,3.4738921e+04,1.9227714e+00,1.9227451e+00,-3.2589967e-04,-2.5976747e-04,-3.2589967e-04,1.9227227e+00,-2.4895697e-04,-2.5976747e-04,-2.4895697e-04,1.9228465e+00
6.0000000e+02,4.2919343e+04,1.9232672e+00,1.9232409e+00,-3.2591063e-04,-2.5977709e-04,-3.2591063e-04,1.9232184e+00,-2.4896576e-04,-2.5977709e-04,-2.4896576e-04,1.9233422e+00
6.0000000e+02,5.3026113e+04,1.9236692e+00,1.9236429e+00,-3.2591951e-04,-2.5978487e-04,-3.2591951e-04,1.9236205e+00,-2.4897287e-04,-2.5978487e-04,-2.4897287e-04,1.9237443e+00
6.0000000e+02,6.5512856e+04,1.9239951e+00,1.9239688e+00,-3.2592669e-04,-2.5979118e-04,-3.2592669e-04,1.9239464e+00,-2.4897862e-04,-2.5979118e-04,-2.4897862e-04,1.9240702e+00
6.0000000e+02,8.0940012e+04,1.9242593e+00,1.9242330e+00,-3.2593250e-04,-2.5979628e-04,-3.2593250e-04,1.9242105e+00,-2.4898328e-04,-2.5979628e-04,-2.4898328e-04,1.9243343e+00
6.0000000e+02,1.0000000e+05,1.9244733e+00,1.9244470e+00,-3.2593721e-04,-2.5980041e-04,-3.2593721e-04,1.9244245e+00,-2.4898705e-04,-2.5980041e-04,-2.4898705e-04,1.9245483e+00
6.5000000e+02,3.1622777e+00,5.4140535e-01,5.4139632e-01,-1.2839767e-04,-9.4827164e-05,-1.2839767e-04,5.4137177e-01,-9.7183206e-05,-9.4827164e-05,-9.7183206e-05,5.4144796e-01
6.5000000e+02,3.9069399e+00,6.0528646e-01,6.0527629e-01,-1.4212416e-04,-1.0584036e-04,-1.4212416e-04,6.0525146e-01,-1.0753304e-04,-1.0584036e-04,-1.0753304e-04,6.0533163e-01
6.5000000e+02,4.8269574e+00,6.7115834e-01,6.7114698e-01,-1.5603142e-04,-1.1710634e-04,-1.5603142e-04,6.7112204e-01,-1.1801917e-04,-1.1710634e-04,-1.1801917e-04,6.7120599e-01
6.5000000e+02,5.9636233e+00,7.3816762e-01,7.3815504e-01,-1.6991461e-04,-1.2845301e-04,-1.6991461e-04,7.3813016e-01,-1.2849619e-04,-1.2845301e-04,-1.2849619e-04,7.3821766e-01
6.5000000e+02,7.3679546e+00,8.0543377e-01,8.0541996e-01,-1.8356485e-04,-1.3970088e-04,-1.8356485e-04,8.0539526e-01,-1.3881616e-04,-1.3970088e-04,-1.3881616e-04,8.0548608e-01
6.5000000e+02,9.1029818e+00,8.7209974e-01,8.7208473e-01,-1.9677933e-04,-1.5067203e-04,-1.9677933e-04,8.7206029e-01,-1.4883431e-04,-1.5067203e-04,-1.4883431e-04,8.7215420e-01
6.5000000e+02,1.1246578e+01,9.3738205e-01,9.3736589e-01,-2.0937210e-04,-1.6119971e-04,-2.0937210e-04,9.3734177e-01,-1.5841536e-04,-1.6119971e-04,-1.5841536e-04,9.3743850e-01
6.5000000e+02,1.3894955e+01,1.0006144e+00,1.0005972e+00,-2.2118433e-04,-1.7113768e-04,-2.2118433e-04,1.0005734e+00,-1.6744038e-04,-1.7113768e-04,-1.6744038e-04,1.0006727e+00
6.5000000e+02,1.7166979e+01,1.0612795e+00,1.0612612e+00,-2.3209265e-04,-1.8036821e-04,-2.3209265e-04,1.0612378e+00,-1.7581306e-04,-1.8036821e-04,-1.7581306e-04,1.0613394e+00
6.5000000e+02,2.1209509e+01,1.1190250e+00,1.1190058e+00,-2.4201442e-04,-1.8880758e-04,-2.4201442e-04,1.1189828e+00,-1.8346458e-04,-1.8880758e-04,-1.8346458e-04,1.1190864e+00
6.5000000e+02,2.6203985e+01,1.1736628e+00,1.1736428e+00,-2.5090900e-04,-1.9640824e-04,-2.5090900e-04,1.1736201e+00,-1.9035598e-04,-1.9640824e-04,-1.9035598e-04,1.1737255e+00
6.5000000e+02,3.2374575e+01,1.2251514e+00,1.2251307e+00,-2.5877522e-04,-2.0315748e-04,-2.5877522e-04,1.2251082e+00,-1.9647765e-04,-2.0315748e-04,-1.9647765e-04,1.2252152e+00
6.5000000e+02,3.9998234e+01,1.2735662e+00,1.2735449e+00,-2.6564568e-04,-2.0907321e-04,-2.6564568e-04,1.2735227e+00,-2.0184627e-04,-2.0907321e-04,-2.0184627e-04,1.2736309e+00
6.5000000e+02,4.9417134e+01,1.3190619e+00,1.3190401e+00,-2.7157911e-04,-2.1419767e-04,-2.7157911e-04,1.3190181e+00,-2.0649976e-04,-2.1419767e-04,-2.0649976e-04,1.3191275e+00
6.5000000e+02,6.1054023e+01,1.3618327e+00,1.3618104e+00,-2.7665215e-04,-2.1859041e-04,-2.7665215e-04,1.3617887e+00,-2.1049139e-04,-2.1859041e-04,-2.1049139e-04,1.3618990e+00
6.5000000e+02,7.5431201e+01,1.4020747e+00,1.4020521e+00,-2.8095158e-04,-2.2232145e-04,-2.8095158e-04,1.4020305e+00,-2.1388386e-04,-2.2232145e-04,-2.1388386e-04,1.4021416e+00
6.5000000e+02,9.3193958e+01,1.4399562e+00,1.4399332e+00,-2.8456775e-04,-2.2546532e-04,-2.8456775e-04,1.4399118e+00,-2.1674408e-04,-2.2546532e-04,-2.1674408e-04,1.4400235e+00
6.5000000e+02,1.1513954e+02,1.4755968e+00,1.4755736e+00,-2.8758947e-04,-2.2809641e-04,-2.8758947e-04,1.4755523e+00,-2.1913903e-04,-2.2809641e-04,-2.1913903e-04,1.4756646e+00
6.5000000e+02,1.4225293e+02,1.5090598e+00,1.5090363e+00,-2.9010056e-04,-2.3028565e-04,-2.9010056e-04,1.5090151e+00,-2.2113268e-04,-2.3028565e-04,-2.2113268e-04,1.5091278e+00
6.5000000e+02,1.7575106e+02,1.5403545e+00,1.5403309e+00,-2.9217762e-04,-2.3209840e-04,-2.9217762e-04,1.5403098e+00,-2.2278411e-04,-2.3209840e-04,-2.2278411e-04,1.5404229e+00
6.5000000e+02,2.1713743e+02,1.5694502e+00,1.5694264e+00,-2.9388902e-04,-2.3359331e-04,-2.9388902e-04,1.5694054e+00,-2.2414643e-04,-2.3359331e-04,-2.2414643e-04,1.5695188e+00
6.5000000e+02,2.6826958e+02,1.5962951e+00,1.5962713e+00,-2.9529458e-04,-2.3482194e-04,-2.9529458e-04,1.5962502e+00,-2.2526640e-04,-2.3482194e-04,-2.2526640e-04,1.5963639e+00
6.5000000e+02,3.3144247e+02,1.6208387e+00,1.6208148e+00,-2.9644589e-04,-2.3582891e-04,-2.9644589e-04,1.6207938e+00,-2.2618451e-04,-2.3582891e-04,-2.2618451e-04,1.6209077e+00
6.5000000e+02,4.0949151e+02,1.6430515e+00,1.6430275e+00,-2.9738688e-04,-2.3665231e-04,-2.9738688e-04,1.6430065e+00,-2.2693540e-04,-2.3665231e-04,-2.2693540e-04,1.6431205e+00
6.5000000e+02,5.0591975e+02,1.6629397e+00,1.6629156e+00,-2.9815457e-04,-2.3732432e-04,-2.9815457e-04,1.6628947e+00,-2.2754833e-04,-2.3732432e-04,-2.2754833e-04,1.6630088e+00
6.5000000e+02,6.2505519e+02,1.6805530e+00,1.6805288e+00,-2.9877995e-04,-2.3787195e-04,-2.9877995e-04,1.6805079e+00,-2.2804787e-04,-2.3787195e-04,-2.2804787e-04,1.6806222e+00
6.5000000e+02,7.7224499e+02,1.6959850e+00,1.6959608e+00,-2.9928880e-04,-2.3831763e-04,-2.9928880e-04,1.6959399e+00,-2.2845447e-04,-2.3831763e-04,-2.2845447e-04,1.6960543e+00
6.5000000e+02,9.5409548e+02,1.7093682e+00,1.7093439e+00,-2.9970242e-04,-2.3867999e-04,-2.9970242e-04,1.7093231e+00,-2.2878507e-04,-2.3867999e-04,-2.2878507e-04,1.7094375e+00
6.5000000e+02,1.1787686e+03,1.7208644e+00,1.7208402e+00,-3.0003836e-04,-2.3897434e-04,-3.0003836e-04,1.7208193e+00,-2.2905365e-04,-2.3897434e-04,-2.2905365e-04,1.7209338e+00
6.5000000e+02,1.4563485e+03,1.7306544e+00,1.7306301e+00,-3.0031103e-04,-2.3921329e-04,-3.0031103e-04,1.7306092e+00,-2.2927169e-04,-2.3921329e-04,-2.2927169e-04,1.7307238e+00
6.5000000e+02,1.7992936e+03,1.7389267e+00,1.7389024e+00,-3.0053224e-04,-2.3940716e-04,-3.0053224e-04,1.7388816e+00,-2.2944860e-04,-2.3940716e-04,-2.2944860e-04,1.7389961e+00
6.5000000e+02,2.2229965e+03,1.7458690e+00,1.7458447e+00,-3.0071161e-04,-2.3956438e-04,-3.0071161e-04,1.7458239e+00,-2.2959208e-04,-2.3956438e-04,-2.2959208e-04,1.7459385e+00
6.5000000e+02,2.7464741e+03,1.7516607e+00,1.7516363e+00,-3.0085701e-04,-2.3969183e-04,-3.0085701e-04,1.7516155e+00,-2.2970839e-04,-2.3969183e-04,-2.2970839e-04,1.7517302e+00
6.5000000e+02,3.3932218e+03,1.7564678e+00,1.7564434e+00,-3.0097484e-04,-2.3979512e-04,-3.0097484e-04,1.7564226e+00,-2.2980266e-04,-2.3979512e-04,-2.2980266e-04,1.7565373e+00
6.5000000e+02,4.1922674e+03,1.7604404e+00,1.7604160e+00,-3.0107031e-04,-2.3987881e-04,-3.0107031e-04,1.7603952e+00,-2.2987903e-04,-2.3987881e-04,-2.2987903e-04,1.7605099e+00
6.5000000e+02,5.1794747e+03,1.7637115e+00,1.7636871e+00,-3.0114764e-04,-2.3994661e-04,-3.0114764e-04,1.7636663e+00,-2.2994091e-04,-2.3994661e-04,-2.2994091e-04,1.7637810e+00
6.5000000e+02,6.3991523e+03,1.7663966e+00,1.7663723e+00,-3.0121027e-04,-2.4000152e-04,-3.0121027e-04,1.7663515e+00,-2.2999102e-04,-2.4000152e-04,-2.2999102e-04,1.7664662e+00
6.5000000e+02,7.9060432e+03,1.7685953e+00,1.7685709e+00,-3.0126099e-04,-2.4004599e-04,-3.0126099e-04,1.7685501e+00,-2.3003161e-04,-2.4004599e-04,-2.3003161e-04,1.7686648e+00
6.5000000e+02,9.7677811e+03,1.7703917e+00,1.7703673e+00,-3.0130206e-04,-2.4008200e-04,-3.0130206e-04,1.7703465e+00,-2.3006447e-04,-2.4008200e-04,-2.3006447e-04,1.7704612e+00
6.5000000e+02,1.2067926e+04,1.7718570e+00,1.7718326e+00,-3.0133531e-04,-2.4011115e-04,-3.0133531e-04,1.7718118e+00,-2.3009108e-04,-2.4011115e-04,-2.3009108e-04,1.7719265e+00
6.5000000e+02,1.4909717e+04,1.7730504e+00,1.7730261e+00,-3.0136224e-04,-2.4013476e-04,-3.0136224e-04,1.7730053e+00,-2.3011263e-04,-2.4013476e-04,-2.3011263e-04,1.7731200e+00
6.5000000e+02,1.8420700e+04,1.7740214e+00,1.7739970e+00,-3.0138403e-04,-2.4015387e-04,-3.0138403e-04,1.7739762e+00,-2.3013007e-04,-2.4015387e-04,-2.3013007e-04,1.7740909e+00
6.5000000e+02,2.2758459e+04,1.7748105e+00,1.7747861e+00,-3.0140168e-04,-2.4016934e-04,-3.0140168e-04,1.7747654e+00,-2.3014419e-04,-2.4016934e-04,-2.3014419e-04,1.7748801e+00
6.5000000e+02,2.8117687e+04,1.7754514e+00,1.7754270e+00,-3.0141596e-04,-2.4018187e-04,-3.0141596e-04,1.7754063e+00,-2.3015562e-04,-2.4018187e-04,-2.3015562e-04,1.7755210e+00
6.5000000e+02,3.4738921e+04,1.7759716e+00,1.7759472e+00,-3.0142753e-04,-2.4019201e-04,-3.0142753e-04,1.7759264e+00,-2.3016488e-04,-2.4019201e-04,-2.3016488e-04,1.7760412e+00
6.5000000e+02,4.2919343e+04,1.7763936e+00,1.7763692e+00,-3.0143689e-04,-2.4020021e-04,-3.0143689e-04,1.7763484e+00,-2.3017237e-04,-2.4020021e-04,-2.3017237e-04,1.7764631e+00
6.5000000e+02,5.3026113e+04,1.7767357e+00,1.7767113e+00,-3.0144446e-04,-2.4020686e-04,-3.0144446e-04,1.7766905e+00,-2.3017843e-04,-2.4020686e-04,-2.3017843e-04,1.7768053e+00
6.5000000e+02,6.5512856e+04,1.7770130e+00,1.7769887e+00,-3.0145060e-04,-2.4021223e-04,-3.0145060e-04,1.7769679e+00,-2.3018334e-04,-2.4021223e-04,-2.3018334e-04,1.7770826e+00
6.5000000e+02,8.0940012e+04,1.7772378e+00,1.7772134e+00,-3.0145556e-04,-2.4021659e-04,-3.0145556e-04,1.7771926e+00,-2.3018731e-04,-2.4021659e-04,-2.3018731e-04,1.7773074e+00
6.5000000e+02,1.0000000e+05,1.7774199e+00,1.7773955e+00,-3.0145958e-04,-2.4022011e-04,-3.0145958e-04,1.7773747e+00,-2.3019053e-04,-2.4022011e-04,-2.3019053e-04,1.7774894e+00
7.0000000e+02,3.1622777e+00,5.2371740e-01,5.2370863e-01,-1.2383891e-04,-9.1722989e-05,-1.2383891e-04,5.2368566e-01,-9.3715508e-05,-9.1722989e-05,-9.3715508e-05,5.2375791e-01
7.0000000e+02,3.9069399e+00,5.8382043e-01,5.8381058e-01,-1.3668703e-04,-1.0206480e-04,-1.3668703e-04,5.8378741e-01,-1.0339975e-04,-1.0206480e-04,-1.0339975e-04,5.8386331e-01
7.0000000e+02,4.8269574e+00,6.4550111e-01,6.4549014e-01,-1.4963805e-04,-1.1258703e-04,-1.4963805e-04,6.4546692e-01,-1.1316373e-04,-1.1258703e-04,-1.1316373e-04,6.4554627e-01
7.0000000e+02,5.9636233e+00,7.0795223e-01,7.0794012e-01,-1.6249901e-04,-1.2312625e-04,-1.6249901e-04,7.0791700e-01,-1.2287074e-04,-1.2312625e-04,-1.2287074e-04,7.0799958e-01
7.0000000e+02,7.3679546e+00,7.7035754e-01,7.7034429e-01,-1.7507637e-04,-1.3351498e-04,-1.7507637e-04,7.7032136e-01,-1.3238354e-04,-1.3351498e-04,-1.3238354e-04,7.7040697e-01
7.0000000e+02,9.1029818e+00,8.3193917e-01,8.3192481e-01,-1.8718568e-04,-1.4359030e-04,-1.8718568e-04,8.3190215e-01,-1.4156984e-04,-1.4359030e-04,-1.4156984e-04,8.3199055e-01
7.0000000e+02,1.1246578e+01,8.9200268e-01,8.9198726e-01,-1.9866166e-04,-1.5320281e-04,-1.9866166e-04,8.9196491e-01,-1.5030848e-04,-1.5320281e-04,-1.5030848e-04,8.9205586e-01
7.0000000e+02,1.3894955e+01,9.4997430e-01,9.4995790e-01,-2.0936724e-04,-1.6222501e-04,-2.0936724e-04,9.4993587e-01,-1.5849563e-04,-1.6222501e-04,-1.5849563e-04,9.5002913e-01
7.0000000e+02,1.7166979e+01,1.0054257e+00,1.0054084e+00,-2.1920049e-04,-1.7055807e-04,-2.1920049e-04,1.0053867e+00,-1.6605038e-04,-1.7055807e-04,-1.6605038e-04,1.0054821e+00
7.0000000e+02,2.1209509e+01,1.0580836e+00,1.0580655e+00,-2.2809822e-04,-1.7813587e-04,-2.2809822e-04,1.0580441e+00,-1.7291844e-04,-1.7813587e-04,-1.7291844e-04,1.0581413e+00
7.0000000e+02,2.6203985e+01,1.1078230e+00,1.1078042e+00,-2.3603593e-04,-1.8492588e-04,-2.3603593e-04,1.1077831e+00,-1.7907342e-04,-1.8492588e-04,-1.7907342e-04,1.1078818e+00
7.0000000e+02,3.2374575e+01,1.1546468e+00,1.1546273e+00,-2.4302425e-04,-1.9092688e-04,-2.4302425e-04,1.1546065e+00,-1.8451550e-04,-1.9092688e-04,-1.8451550e-04,1.1547065e+00
7.0000000e+02,3.9998234e+01,1.1986549e+00,1.1986349e+00,-2.4910291e-04,-1.9616421e-04,-2.4910291e-04,1.1986143e+00,-1.8926778e-04,-1.9616421e-04,-1.8926778e-04,1.1987155e+00
7.0000000e+02,4.9417134e+01,1.2400081e+00,1.2399876e+00,-2.5433328e-04,-2.0068360e-04,-2.5433328e-04,1.2399672e+00,-1.9337121e-04,-2.0068360e-04,-1.9337121e-04,1.2400694e+00
7.0000000e+02,6.1054023e+01,1.2788911e+00,1.2788703e+00,-2.5879076e-04,-2.0454455e-04,-2.5879076e-04,1.2788500e+00,-1.9687904e-04,-2.0454455e-04,-1.9687904e-04,1.2789531e+00
7.0000000e+02,7.5431201e+01,1.3154801e+00,1.3154589e+00,-2.6255789e-04,-2.0781426e-04,-2.6255789e-04,1.3154388e+00,-1.9985150e-04,-2.0781426e-04,-1.9985150e-04,1.3155426e+00
7.0000000e+02,9.3193958e+01,1.3499173e+00,1.3498958e+00,-2.6571871e-04,-2.1056243e-04,-2.6571871e-04,1.3498759e+00,-2.0235120e-04,-2.1056243e-04,-2.0235120e-04,1.3499802e+00
7.0000000e+02,1.1513954e+02,1.3822963e+00,1.3822746e+00,-2.6835452e-04,-2.1285741e-04,-2.6835452e-04,1.3822547e+00,-2.0443970e-04,-2.1285741e-04,-2.0443970e-04,1.3823595e+00
7.0000000e+02,1.4225293e+02,1.4126578e+00,1.4126359e+00,-2.7054111e-04,-2.1476352e-04,-2.7054111e-04,1.4126162e+00,-2.0617505e-04,-2.1476352e-04,-2.0617505e-04,1.4127213e+00
7.0000000e+02,1.7575106e+02,1.4409964e+00,1.4409743e+00,-2.7234715e-04,-2.1633943e-04,-2.7234715e-04,1.4409547e+00,-2.0761030e-04,-2.1633943e-04,-2.0761030e-04,1.4410602e+00
7.0000000e+02,2.1713743e+02,1.4672749e+00,1.4672527e+00,-2.7383344e-04,-2.1763738e-04,-2.7383344e-04,1.4672331e+00,-2.0879275e-04,-2.1763738e-04,-2.0879275e-04,1.4673388e+00
7.0000000e+02,2.6826958e+02,1.4914440e+00,1.4914217e+00,-2.7505290e-04,-2.1870301e-04,-2.7505290e-04,1.4914022e+00,-2.0976382e-04,-2.1870301e-04,-2.0976382e-04,1.4915081e+00
7.0000000e+02,3.3144247e+02,1.5134625e+00,1.5134401e+00,-2.7605096e-04,-2.1957564e-04,-2.7605096e-04,1.5134206e+00,-2.1055917e-04,-2.1957564e-04,-2.1055917e-04,1.5135267e+00
7.0000000e+02,4.0949151e+02,1.5333138e+00,1.5332914e+00,-2.7686613e-04,-2.2028868e-04,-2.7686613e-04,1.5332719e+00,-2.1120918e-04,-2.2028868e-04,-2.1120918e-04,1.5333782e+00
7.0000000e+02,5.0591975e+02,1.5510181e+00,1.5509956e+00,-2.7753080e-04,-2.2087028e-04,-2.7753080e-04,1.5509762e+00,-2.1173945e-04,-2.2087028e-04,-2.1173945e-04,1.5510826e+00
7.0000000e+02,6.2505519e+02,1.5666366e+00,1.5666141e+00,-2.7807203e-04,-2.2134401e-04,-2.7807203e-04,1.5665946e+00,-2.1217142e-04,-2.2134401e-04,-2.1217142e-04,1.5667011e+00
7.0000000e+02,7.7224499e+02,1.5802699e+00,1.5802473e+00,-2.7851224e-04,-2.2172940e-04,-2.7851224e-04,1.5802279e+00,-2.1252287e-04,-2.2172940e-04,-2.1252287e-04,1.5803345e+00
7.0000000e+02,9.5409548e+02,1.5920519e+00,1.5920293e+00,-2.7886995e-04,-2.2204263e-04,-2.7886995e-04,1.5920099e+00,-2.1280854e-04,-2.2204263e-04,-2.1280854e-04,1.5921166e+00
7.0000000e+02,1.1787686e+03,1.6021404e+00,1.6021178e+00,-2.7916041e-04,-2.2229702e-04,-2.7916041e-04,1.6020984e+00,-2.1304056e-04,-2.2229702e-04,-2.1304056e-04,1.6022051e+00
7.0000000e+02,1.4563485e+03,1.6107069e+00,1.6106842e+00,-2.7939613e-04,-2.2250348e-04,-2.7939613e-04,1.6106648e+00,-2.1322888e-04,-2.2250348e-04,-2.1322888e-04,1.6107715e+00
7.0000000e+02,1.7992936e+03,1.6179270e+00,1.6179043e+00,-2.7958732e-04,-2.2267096e-04,-2.7958732e-04,1.6178849e+00,-2.1338165e-04,-2.2267096e-04,-2.1338165e-04,1.6179917e+00
7.0000000e+02,2.2229965e+03,1.6239728e+00,1.6239502e+00,-2.7974233e-04,-2.2280677e-04,-2.7974233e-04,1.6239308e+00,-2.1350553e-04,-2.2280677e-04,-2.1350553e-04,1.6240376e+00
7.0000000e+02,2.7464741e+03,1.6290070e+00,1.6289843e+00,-2.7986798e-04,-2.2291685e-04,-2.7986798e-04,1.6289649e+00,-2.1360594e-04,-2.2291685e-04,-2.1360594e-04,1.6290717e+00
7.0000000e+02,3.3932218e+03,1.6331785e+00,1.6331558e+00,-2.7996979e-04,-2.2300605e-04,-2.7996979e-04,1.6331365e+00,-2.1368731e-04,-2.2300605e-04,-2.1368731e-04,1.6332433e+00
7.0000000e+02,4.1922674e+03,1.6366212e+00,1.6365985e+00,-2.8005227e-04,-2.2307832e-04,-2.8005227e-04,1.6365792e+00,-2.1375324e-04,-2.2307832e-04,-2.1375324e-04,1.6366860e+00
7.0000000e+02,5.1794747e+03,1.6394527e+00,1.6394300e+00,-2.8011907e-04,-2.2313686e-04,-2.8011907e-04,1.6394106e+00,-2.1380665e-04,-2.2313686e-04,-2.1380665e-04,1.6395175e+00
7.0000000e+02,6.3991523e+03,1.6417748e+00,1.6417520e+00,-2.8017318e-04,-2.2318427e-04,-2.8017318e-04,1.6417327e+00,-2.1384990e-04,-2.2318427e-04,-2.1384990e-04,1.6418395e+00
7.0000000e+02,7.9060432e+03,1.6436746e+00,1.6436518e+00,-2.8021700e-04,-2.2322267e-04,-2.8021700e-04,1.6436325e+00,-2.1388493e-04,-2.2322267e-04,-2.1388493e-04,1.6437393e+00
7.0000000e+02,9.7677811e+03,1.6452258e+00,1.6452031e+00,-2.8025247e-04,-2.2325375e-04,-2.8025247e-04,1.6451837e+00,-2.1391329e-04,-2.2325375e-04,-2.1391329e-04,1.6452906e+00
7.0000000e+02,1.2067926e+04,1.6464904e+00,1.6464677e+00,-2.8028120e-04,-2.2327893e-04,-2.8028120e-04,1.6464484e+00,-2.1393625e-04,-2.2327893e-04,-2.1393625e-04,1.6465552e+00
7.0000000e+02,1.4909717e+04,1.6475200e+00,1.6474973e+00,-2.8030446e-04,-2.2329931e-04,-2.8030446e-04,1.6474779e+00,-2.1395485e-04,-2.2329931e-04,-2.1395485e-04,1.6475848e+00
7.0000000e+02,1.8420700e+04,1.6483573e+00,1.6483346e+00,-2.8032328e-04,-2.2331581e-04,-2.8032328e-04,1.6483152e+00,-2.1396990e-04,-2.2331581e-04,-2.1396990e-04,1.6484221e+00
7.0000000e+02,2.2758459e+04,1.6490376e+00,1.6490149e+00,-2.8033852e-04,-2.2332916e-04,-2.8033852e-04,1.6489956e+00,-2.1398208e-04,-2.2332916e-04,-2.1398208e-04,1.6491024e+00
7.0000000e+02,2.8117687e+04,1.6495900e+00,1.6495673e+00,-2.8035086e-04,-2.2333997e-04,-2.8035086e-04,1.6495479e+00,-2.1399195e-04,-2.2333997e-04,-2.1399195e-04,1.6496548e+00
7.0000000e+02,3.4738921e+04,1.6500383e+00,1.6500155e+00,-2.8036085e-04,-2.2334873e-04,-2.8036085e-04,1.6499962e+00,-2.1399993e-04,-2.2334873e-04,-2.1399993e-04,1.6501031e+00
7.0000000e+02,4.2919343e+04,1.6504018e+00,1.6503791e+00,-2.8036893e-04,-2.2335581e-04,-2.8036893e-04,1.6503597e+00,-2.1400640e-04,-2.2335581e-04,-2.1400640e-04,1.6504666e+00
7.0000000e+02,5.3026113e+04,1.6506966e+00,1.6506738e+00,-2.8037548e-04,-2.2336155e-04,-2.8037548e-04,1.6506545e+00,-2.1401163e-04,-2.2336155e-04,-2.1401163e-04,1.6507614e+00
7.0000000e+02,6.5512856e+04,1.6509355e+00,1.6509127e+00,-2.8038078e-04,-2.2336619e-04,-2.8038078e-04,1.6508934e+00,-2.1401587e-04,-2.2336619e-04,-2.1401587e-04,1.6510003e+00
7.0000000e+02,8.0940012e+04,1.6511290e+00,1.6511063e+00,-2.8038506e-04,-2.2336995e-04,-2.8038506e-04,1.6510870e+00,-2.1401929e-04,-2.2336995e-04,-2.1401929e-04,1.6511939e+00
7.0000000e+02,1.0000000e+05,1.6512859e+00,1.6512631e+00,-2.8038853e-04,-2.2337299e-04,-2.8038853e-04,1.6512438e+00,-2.1402207e-04,-2.2337299e-04,-2.1402207e-04,1.6513507e+00
7.5000000e+02,3.1622777e+00,5.0726521e-01,5.0725669e-01,-1.1961648e-04,-8.8827212e-05,-1.1961648e-04,5.0723512e-01,-9.0503679e-05,-8.8827212e-05,-9.0503679e-05,5.0730383e-01
7.5000000e+02,3.9069399e+00,5.6396332e-01,5.6395377e-01,-1.3167658e-04,-9.8563041e-05,-1.3167658e-04,5.6393207e-01,-9.9591577e-05,-9.8563041e-05,-9.9591577e-05,5.6400413e-01
7.5000000e+02,4.8269574e+00,6.2189267e-01,6.2188206e-01,-1.4377505e-04,-1.0841866e-04,-1.4377505e-04,6.2186036e-01,-1.0871250e-04,-1.0841866e-04,-1.0871250e-04,6.2193559e-01
7.5000000e+02,5.9636233e+00,6.8029167e-01,6.8027999e-01,-1.5573035e-04,-1.1823920e-04,-1.5573035e-04,6.8025841e-01,-1.1773793e-04,-1.1823920e-04,-1.1773793e-04,6.8033661e-01
7.5000000e+02,7.3679546e+00,7.3840460e-01,7.3839186e-01,-1.6736319e-04,-1.2786858e-04,-1.6736319e-04,7.3837049e-01,-1.2654048e-04,-1.2786858e-04,-1.2654048e-04,7.3845145e-01
7.5000000e+02,9.1029818e+00,7.9552575e-01,7.9551199e-01,-1.7850589e-04,-1.3715768e-04,-1.7850589e-04,7.9549088e-01,-1.3499926e-04,-1.3715768e-04,-1.3499926e-04,7.9557439e-01
7.5000000e+02,1.1246578e+01,8.5103964e-01,8.5102491e-01,-1.8901160e-04,-1.4597270e-04,-1.8901160e-04,8.5100410e-01,-1.4300571e-04,-1.4597270e-04,-1.4300571e-04,8.5108992e-01
7.5000000e+02,1.3894955e+01,9.0445245e-01,9.0443682e-01,-1.9876224e-04,-1.5420262e-04,-1.9876224e-04,9.0441632e-01,-1.5046933e-04,-1.5420262e-04,-1.5046933e-04,9.0450422e-01
7.5000000e+02,1.7166979e+01,9.5541075e-01,9.5539430e-01,-2.0767407e-04,-1.6176477e-04,-2.0767407e-04,9.5537410e-01,-1.5732241e-04,-1.6176477e-04,-1.5732241e-04,9.5546386e-01
7.5000000e+02,2.1209509e+01,1.0037055e+00,1.0036883e+00,-2.1569997e-04,-1.6860768e-04,-2.1569997e-04,1.0036684e+00,-1.6352279e-04,-1.6860768e-04,-1.6352279e-04,1.0037597e+00
7.5000000e+02,2.6203985e+01,1.0492612e+00,1.0492433e+00,-2.2282822e-04,-1.7471089e-04,-2.2282822e-04,1.0492237e+00,-1.6905423e-04,-1.7471089e-04,-1.6905423e-04,1.0493165e+00
7.5000000e+02,3.2374575e+01,1.0921135e+00,1.0920951e+00,-2.2907835e-04,-1.8008194e-04,-2.2907835e-04,1.0920757e+00,-1.7392442e-04,-1.8008194e-04,-1.7392442e-04,1.0921697e+00
